time_s,mode,targetDepth_m,depth_m,current_A,currentRawAdc,controlOutput,Kp,Ki,Kd
0.100,1,1.0000,0.8561,-0.147,511.000,0.14451,1.000,0.040,2.500
0.200,1,1.0000,0.8510,-0.391,506.000,0.40590,1.000,0.040,2.500
0.300,1,1.0000,0.8530,-0.196,510.000,-0.00466,1.000,0.040,2.500
0.400,1,1.0000,0.8458,-0.782,498.000,0.61676,1.000,0.040,2.500
0.500,1,1.0000,0.8561,-5.425,403.000,-0.82475,1.000,0.040,2.500
0.600,1,1.0000,0.8315,-3.030,452.000,-1.77109,1.000,0.040,2.500
0.700,1,1.0000,0.8602,-1.369,486.000,-0.72521,1.000,0.040,2.500
0.800,1,1.0000,0.8203,-3.519,442.000,1.87120,1.000,0.040,2.500
0.900,1,1.0000,0.8479,-5.670,398.000,0.05541,1.000,0.040,2.500
1.000,1,1.0000,0.8325,-3.910,434.000,1.86123,1.000,0.040,2.500
1.119,1,1.0000,0.8530,-2.395,465.000,0.46569,1.000,0.040,2.500
1.203,1,1.0000,0.8489,-1.124,491.000,-1.43959,1.000,0.040,2.500
1.300,1,1.0000,0.8550,-2.151,470.000,-0.40958,1.000,0.040,2.500
1.400,1,1.0000,0.8571,-1.320,487.000,0.45830,1.000,0.040,2.500
1.500,1,1.0000,0.8233,-4.203,428.000,0.64616,1.000,0.040,2.500
1.600,1,1.0000,0.8458,-3.666,439.000,0.21620,1.000,0.040,2.500
1.700,1,1.0000,0.8407,-0.342,507.000,0.73228,1.000,0.040,2.500
1.800,1,1.0000,0.8325,-0.538,503.000,0.53656,1.000,0.040,2.500
1.900,1,1.0000,0.8510,-1.760,478.000,-0.60628,1.000,0.040,2.500
2.000,1,1.0000,0.8479,-6.061,390.000,-0.96054,1.000,0.040,2.500
2.100,1,1.0000,0.8295,-2.444,464.000,-2.31513,1.000,0.040,2.500
2.200,1,1.0000,0.8561,-11.877,271.000,-1.73438,1.000,0.040,2.500
2.300,1,1.0000,0.8602,-0.978,494.000,0.00083,1.000,0.040,2.500
2.400,1,1.0000,0.8141,-10.802,293.000,1.83741,1.000,0.040,2.500
2.500,1,1.0000,0.8387,-2.590,461.000,-1.20365,1.000,0.040,2.500
2.600,1,1.0000,0.8540,-1.026,493.000,-0.55357,1.000,0.040,2.500
2.700,1,1.0000,0.8387,-0.929,495.000,-1.96940,1.000,0.040,2.500
2.800,1,1.0000,0.8121,-7.234,366.000,1.07513,1.000,0.040,2.500
2.900,1,1.0000,0.8254,-2.102,471.000,0.34657,1.000,0.040,2.500
3.000,1,1.0000,0.8264,-1.906,475.000,-0.11400,1.000,0.040,2.500
3.100,1,1.0000,0.8100,-1.760,478.000,0.98297,1.000,0.040,2.500
3.200,1,1.0000,0.8039,-2.053,472.000,0.26799,1.000,0.040,2.500
3.300,1,1.0000,0.8213,-3.617,440.000,0.50700,1.000,0.040,2.500
3.400,1,1.0000,0.8653,-5.474,402.000,-2.50241,1.000,0.040,2.500
3.500,1,1.0000,0.7937,-2.590,461.000,0.17811,1.000,0.040,2.500
3.600,1,1.0000,0.8039,-9.580,318.000,1.24256,1.000,0.040,2.500
3.700,1,1.0000,0.8325,-2.737,458.000,0.08953,1.000,0.040,2.500
3.800,1,1.0000,0.8162,-5.523,401.000,0.66914,1.000,0.040,2.500
3.900,1,1.0000,0.7835,-5.963,392.000,3.25958,1.000,0.040,2.500
4.000,1,1.0000,0.8090,-5.816,395.000,0.57552,1.000,0.040,2.500
4.100,1,1.0000,0.8366,-2.981,453.000,-0.38472,1.000,0.040,2.500
4.200,1,1.0000,0.8213,-5.327,405.000,0.51348,1.000,0.040,2.500
4.300,1,1.0000,0.8213,-5.914,393.000,1.48579,1.000,0.040,2.500
4.400,1,1.0000,0.8264,-0.733,499.000,0.04948,1.000,0.040,2.500
4.500,1,1.0000,0.8233,-0.733,499.000,0.41122,1.000,0.040,2.500
4.600,1,1.0000,0.8336,-0.244,509.000,0.09483,1.000,0.040,2.500
4.700,1,1.0000,0.7998,-6.305,385.000,1.35668,1.000,0.040,2.500
4.800,1,1.0000,0.8274,-1.466,484.000,0.61379,1.000,0.040,2.500
4.900,1,1.0000,0.8152,-9.433,321.000,0.16655,1.000,0.040,2.500
5.000,1,1.0000,0.8070,-10.557,298.000,0.07323,1.000,0.040,2.500
5.100,1,1.0000,0.7998,-10.313,303.000,-1.16004,1.000,0.040,2.500
5.200,1,1.0000,0.7875,-2.835,456.000,-0.11018,1.000,0.040,2.500
5.300,1,1.0000,0.8060,-9.482,320.000,0.53699,1.000,0.040,2.500
5.400,1,1.0000,0.8295,-2.053,472.000,-1.58249,1.000,0.040,2.500
5.500,1,1.0000,0.8775,-6.403,383.000,-3.57321,1.000,0.040,2.500
5.600,1,1.0000,0.7599,-6.403,383.000,1.65924,1.000,0.040,2.500
5.700,1,1.0000,0.7425,-6.354,384.000,-0.36789,1.000,0.040,2.500
5.800,1,1.0000,0.7794,-2.933,454.000,1.23259,1.000,0.040,2.500
5.900,1,1.0000,0.7927,-9.189,326.000,2.70306,1.000,0.040,2.500
6.000,1,1.0000,0.7477,-5.132,409.000,0.44780,1.000,0.040,2.500
6.100,1,1.0000,0.7783,-0.684,500.000,-1.04357,1.000,0.040,2.500
6.200,1,1.0000,0.7763,-0.831,497.000,0.47213,1.000,0.040,2.500
6.300,1,1.0000,0.7589,-2.102,471.000,1.15526,1.000,0.040,2.500
6.400,1,1.0000,0.7517,-8.700,336.000,0.03836,1.000,0.040,2.500
6.500,1,1.0000,0.7610,-5.376,404.000,2.07561,1.000,0.040,2.500
6.600,1,1.0000,0.7773,-0.391,506.000,-0.03657,1.000,0.040,2.500
6.700,1,1.0000,0.7804,-0.978,494.000,0.37035,1.000,0.040,2.500
6.800,1,1.0000,0.8060,-2.395,465.000,-1.49538,1.000,0.040,2.500
6.900,1,1.0000,0.7886,-2.151,470.000,0.97751,1.000,0.040,2.500
7.000,1,1.0000,0.7722,-1.808,477.000,1.55726,1.000,0.040,2.500
7.100,1,1.0000,0.7978,-5.523,401.000,0.25402,1.000,0.040,2.500
7.200,1,1.0000,0.8336,-1.760,478.000,-0.80385,1.000,0.040,2.500
7.300,1,1.0000,0.8008,-3.470,443.000,1.42861,1.000,0.040,2.500
7.400,1,1.0000,0.7835,-6.256,386.000,-0.34299,1.000,0.040,2.500
7.500,1,1.0000,0.8540,-3.324,446.000,-1.07773,1.000,0.040,2.500
7.600,1,1.0000,0.8203,-13.783,232.000,0.23522,1.000,0.040,2.500
7.700,1,1.0000,0.7916,-2.493,463.000,1.28743,1.000,0.040,2.500
7.800,1,1.0000,0.7998,-5.767,396.000,-0.50979,1.000,0.040,2.500
7.900,1,1.0000,0.7845,-1.369,486.000,-2.38563,1.000,0.040,2.500
8.000,1,1.0000,0.7794,-1.906,475.000,0.38188,1.000,0.040,2.500
8.101,1,1.0000,0.7661,-2.102,471.000,-0.14270,1.000,0.040,2.500
8.200,1,1.0000,0.7640,-2.297,467.000,1.37072,1.000,0.040,2.500
8.300,1,1.0000,0.7886,-2.102,471.000,-0.69851,1.000,0.040,2.500
8.400,1,1.0000,0.7538,-9.384,322.000,1.22937,1.000,0.040,2.500
8.500,1,1.0000,0.7579,-6.696,377.000,1.48189,1.000,0.040,2.500
8.600,1,1.0000,0.7916,-1.124,491.000,-0.85225,1.000,0.040,2.500
8.700,1,1.0000,0.7875,-5.963,392.000,-0.18248,1.000,0.040,2.500
8.800,1,1.0000,0.8029,-1.222,489.000,0.82573,1.000,0.040,2.500
8.900,1,1.0000,0.7937,-4.008,432.000,0.42664,1.000,0.040,2.500
9.000,1,1.0000,0.8213,-0.831,497.000,-1.03211,1.000,0.040,2.500
9.100,1,1.0000,0.8223,-2.542,462.000,-3.44058,1.000,0.040,2.500
9.200,1,1.0000,0.8418,-0.978,494.000,-0.23283,1.000,0.040,2.500
9.300,1,1.0000,0.8152,-7.380,363.000,1.07295,1.000,0.040,2.500
9.400,1,1.0000,0.8193,-1.271,488.000,0.60932,1.000,0.040,2.500
9.500,1,1.0000,0.8233,-1.808,477.000,0.75933,1.000,0.040,2.500
9.600,1,1.0000,0.8407,-2.395,465.000,0.28232,1.000,0.040,2.500
9.700,1,1.0000,0.8397,-1.124,491.000,-2.11946,1.000,0.040,2.500
9.800,1,1.0000,0.8305,-8.944,331.000,0.19169,1.000,0.040,2.500
9.900,1,1.0000,0.7998,-4.008,432.000,2.83117,1.000,0.040,2.500
10.000,1,1.0000,0.8295,-1.955,474.000,0.39864,1.000,0.040,2.500
10.100,1,1.0000,0.8264,-1.271,488.000,0.48684,1.000,0.040,2.500
10.200,1,1.0000,0.8315,-0.587,502.000,0.29568,1.000,0.040,2.500
10.300,1,1.0000,0.8193,-10.264,304.000,-0.10043,1.000,0.040,2.500
10.400,1,1.0000,0.8080,-2.151,470.000,1.59913,1.000,0.040,2.500
10.500,1,1.0000,0.8203,-2.933,454.000,-0.45796,1.000,0.040,2.500
10.600,1,1.0000,0.8223,-4.692,418.000,-0.25472,1.000,0.040,2.500
10.700,1,1.0000,0.8213,-1.026,493.000,-0.09955,1.000,0.040,2.500
10.800,1,1.0000,0.8121,-5.132,409.000,0.52407,1.000,0.040,2.500
10.900,1,1.0000,0.8285,-2.639,460.000,-0.82119,1.000,0.040,2.500
11.000,1,1.0000,0.8172,-9.775,314.000,-0.09325,1.000,0.040,2.500
11.100,1,1.0000,0.7957,-1.320,487.000,2.24927,1.000,0.040,2.500
11.200,1,1.0000,0.8489,-2.248,468.000,-2.73158,1.000,0.040,2.500
11.300,1,1.0000,0.8182,-4.252,427.000,0.01021,1.000,0.040,2.500
11.400,1,1.0000,0.8100,-0.391,506.000,1.09305,1.000,0.040,2.500
11.500,1,1.0000,0.8019,-5.621,399.000,-0.22758,1.000,0.040,2.500
11.600,1,1.0000,0.7988,-0.733,499.000,0.69679,1.000,0.040,2.500
11.700,1,1.0000,0.8223,-1.857,476.000,-0.75789,1.000,0.040,2.500
11.800,1,1.0000,0.7804,-6.109,389.000,0.25658,1.000,0.040,2.500
11.900,1,1.0000,0.7630,-2.835,456.000,2.01358,1.000,0.040,2.500
12.000,1,1.0000,0.7906,-4.545,421.000,0.19693,1.000,0.040,2.500
12.100,1,1.0000,0.7865,-0.880,496.000,0.81553,1.000,0.040,2.500
12.200,1,1.0000,0.7589,-8.993,330.000,1.04863,1.000,0.040,2.500
12.300,1,1.0000,0.7395,-6.891,373.000,2.85888,1.000,0.040,2.500
12.400,1,1.0000,0.7804,-1.222,489.000,-1.01654,1.000,0.040,2.500
12.500,1,1.0000,0.7763,-6.452,382.000,-0.14217,1.000,0.040,2.500
12.600,1,1.0000,0.7824,-1.026,493.000,-0.40310,1.000,0.040,2.500
12.700,1,1.0000,0.7886,-0.440,505.000,0.10301,1.000,0.040,2.500
12.800,1,1.0000,0.7916,-0.929,495.000,-0.66628,1.000,0.040,2.500
12.900,1,1.0000,0.8141,-1.124,491.000,-0.17663,1.000,0.040,2.500
13.000,1,1.0000,0.7998,-2.884,455.000,0.34989,1.000,0.040,2.500
13.100,1,1.0000,0.8213,-1.515,483.000,0.04013,1.000,0.040,2.500
13.200,1,1.0000,0.8182,-0.342,507.000,0.84429,1.000,0.040,2.500
13.300,1,1.0000,0.8141,-3.715,438.000,0.44001,1.000,0.040,2.500
13.400,1,1.0000,0.8162,-1.808,477.000,-0.83974,1.000,0.040,2.500
13.500,1,1.0000,0.8775,-6.109,389.000,-3.30402,1.000,0.040,2.500
13.600,1,1.0000,0.8285,-4.203,428.000,-1.36202,1.000,0.040,2.500
13.700,1,1.0000,0.8458,-10.753,294.000,2.09860,1.000,0.040,2.500
13.800,1,1.0000,0.8571,-3.030,452.000,-1.95199,1.000,0.040,2.500
13.900,1,1.0000,0.8632,-2.933,454.000,0.80392,1.000,0.040,2.500
14.000,1,1.0000,0.8980,-2.395,465.000,-0.56004,1.000,0.040,2.500
14.100,1,1.0000,0.9246,-0.587,502.000,-0.83009,1.000,0.040,2.500
14.200,1,1.0000,0.8898,-15.347,200.000,-0.14195,1.000,0.040,2.500
14.300,1,1.0000,0.9266,-1.417,485.000,-0.17846,1.000,0.040,2.500
14.400,1,1.0000,0.9144,-4.545,421.000,0.60123,1.000,0.040,2.500
14.500,1,1.0000,0.8806,-6.794,375.000,3.60140,1.000,0.040,2.500
14.600,1,1.0000,0.9154,-4.057,431.000,0.44746,1.000,0.040,2.500
14.700,1,1.0000,0.9635,-2.590,461.000,-0.41867,1.000,0.040,2.500
14.800,1,1.0000,0.8816,-5.572,400.000,2.88529,1.000,0.040,2.500
14.900,1,1.0000,0.8366,-8.798,334.000,1.03877,1.000,0.040,2.500
15.000,1,1.0000,0.9021,-1.369,486.000,-2.55480,1.000,0.040,2.500
15.100,1,1.0000,0.8704,-14.467,218.000,-0.89083,1.000,0.040,2.500
15.200,1,1.0000,0.8346,-3.079,451.000,0.99137,1.000,0.040,2.500
15.300,1,1.0000,0.7988,-5.816,395.000,1.74386,1.000,0.040,2.500
15.400,1,1.0000,0.7804,-10.948,290.000,0.63808,1.000,0.040,2.500
15.500,1,1.0000,0.7589,-5.670,398.000,1.17188,1.000,0.040,2.500
15.600,1,1.0000,0.7119,-6.012,391.000,2.39621,1.000,0.040,2.500
15.700,1,1.0000,0.6996,-6.843,374.000,2.97211,1.000,0.040,2.500
15.800,1,1.0000,0.7456,-4.839,415.000,-0.29464,1.000,0.040,2.500
15.900,1,1.0000,0.7528,-2.395,465.000,0.92650,1.000,0.040,2.500
16.000,1,1.0000,0.7528,-2.444,464.000,-0.81119,1.000,0.040,2.500
16.102,1,1.0000,0.7548,-3.812,436.000,-0.44675,1.000,0.040,2.500
16.200,1,1.0000,0.7620,-0.538,503.000,0.25549,1.000,0.040,2.500
16.300,1,1.0000,0.7722,-0.538,503.000,0.24618,1.000,0.040,2.500
16.400,1,1.0000,0.7763,-6.598,379.000,-0.31952,1.000,0.040,2.500
16.500,1,1.0000,0.7456,-5.327,405.000,1.14405,1.000,0.040,2.500
16.600,1,1.0000,0.7712,-4.252,427.000,1.63074,1.000,0.040,2.500
16.700,1,1.0000,0.6934,-7.771,355.000,5.54493,1.000,0.040,2.500
16.800,1,1.0000,0.7681,-5.132,409.000,-0.00069,1.000,0.040,2.500
16.900,1,1.0000,0.7875,-19.257,120.000,0.79894,1.000,0.040,2.500
17.000,1,1.0000,0.7957,-2.297,467.000,-0.58915,1.000,0.040,2.500
17.100,1,1.0000,0.7875,-5.034,411.000,0.34039,1.000,0.040,2.500
17.200,1,1.0000,0.7886,-0.587,502.000,0.59590,1.000,0.040,2.500
17.300,1,1.0000,0.7824,-1.173,490.000,0.75631,1.000,0.040,2.500
17.400,1,1.0000,0.7742,-11.046,288.000,-0.10396,1.000,0.040,2.500
17.500,1,1.0000,0.7753,-3.226,448.000,2.35052,1.000,0.040,2.500
17.600,1,1.0000,0.8100,-1.711,479.000,-0.95635,1.000,0.040,2.500
17.700,1,1.0000,0.7783,-12.903,250.000,0.86610,1.000,0.040,2.500
17.800,1,1.0000,0.8039,-2.199,469.000,0.63674,1.000,0.040,2.500
17.900,1,1.0000,0.8172,-10.166,306.000,-1.06336,1.000,0.040,2.500
18.000,1,1.0000,0.7906,-2.981,453.000,-0.93360,1.000,0.040,2.500
18.100,1,1.0000,0.8029,-1.808,477.000,-0.14230,1.000,0.040,2.500
18.200,1,1.0000,0.8049,-1.417,485.000,0.02532,1.000,0.040,2.500
18.300,1,1.0000,0.7957,-11.290,283.000,0.23990,1.000,0.040,2.500
18.400,1,1.0000,0.7875,-0.587,502.000,1.11827,1.000,0.040,2.500
18.500,1,1.0000,0.7906,-0.831,497.000,0.34895,1.000,0.040,2.500
18.600,1,1.0000,0.7661,-2.737,458.000,1.60173,1.000,0.040,2.500
18.700,1,1.0000,0.7630,-2.102,471.000,0.48068,1.000,0.040,2.500
18.800,1,1.0000,0.7446,-1.515,483.000,2.13649,1.000,0.040,2.500
18.900,1,1.0000,0.7947,-7.331,364.000,-0.36745,1.000,0.040,2.500
19.000,1,1.0000,0.7558,-1.417,485.000,2.58723,1.000,0.040,2.500
19.100,1,1.0000,0.7722,-0.929,495.000,0.55543,1.000,0.040,2.500
19.200,1,1.0000,0.7763,-5.474,402.000,-0.14178,1.000,0.040,2.500
19.300,1,1.0000,0.7528,-4.057,431.000,0.29185,1.000,0.040,2.500
19.400,1,1.0000,0.7855,-2.297,467.000,-0.04684,1.000,0.040,2.500
19.500,1,1.0000,0.7702,-2.346,466.000,1.19673,1.000,0.040,2.500
19.600,1,1.0000,0.7845,-1.760,478.000,0.21164,1.000,0.040,2.500
19.700,1,1.0000,0.7671,-4.448,423.000,0.12769,1.000,0.040,2.500
19.800,1,1.0000,0.7896,-2.884,455.000,0.66855,1.000,0.040,2.500
19.900,1,1.0000,0.7906,-1.026,493.000,0.82176,1.000,0.040,2.500
20.000,1,1.0000,0.7865,-8.553,339.000,0.11077,1.000,0.040,2.500
20.100,1,1.0000,0.7855,-0.684,500.000,0.90350,1.000,0.040,2.500
20.200,1,1.0000,0.7763,-1.857,476.000,0.63411,1.000,0.040,2.500
20.300,1,1.0000,0.7794,-2.688,459.000,0.27395,1.000,0.040,2.500
20.400,1,1.0000,0.7702,-8.993,330.000,-0.02274,1.000,0.040,2.500
20.500,1,1.0000,0.7722,-1.662,480.000,1.45912,1.000,0.040,2.500
20.600,1,1.0000,0.7967,-3.763,437.000,-0.91697,1.000,0.040,2.500
20.700,1,1.0000,0.7794,-4.301,426.000,0.58433,1.000,0.040,2.500
20.800,1,1.0000,0.7569,-5.132,409.000,2.75556,1.000,0.040,2.500
20.900,1,1.0000,0.7804,-0.978,494.000,-0.07973,1.000,0.040,2.500
21.000,1,1.0000,0.7722,-0.782,498.000,1.15668,1.000,0.040,2.500
21.100,1,1.0000,0.7845,-0.587,502.000,0.08087,1.000,0.040,2.500
21.200,1,1.0000,0.7865,-2.004,473.000,0.37700,1.000,0.040,2.500
21.300,1,1.0000,0.7599,-1.466,484.000,2.45004,1.000,0.040,2.500
21.400,1,1.0000,0.7865,-0.733,499.000,-0.18378,1.000,0.040,2.500
21.500,1,1.0000,0.7804,-0.538,503.000,0.99941,1.000,0.040,2.500
21.600,1,1.0000,0.7957,-1.417,485.000,-0.56804,1.000,0.040,2.500
21.700,1,1.0000,0.7906,-2.053,472.000,0.53062,1.000,0.040,2.500
21.800,1,1.0000,0.7855,-10.459,300.000,-0.23047,1.000,0.040,2.500
21.900,1,1.0000,0.7640,-3.763,437.000,0.81472,1.000,0.040,2.500
22.000,1,1.0000,0.8019,-2.248,468.000,-0.24509,1.000,0.040,2.500
22.100,1,1.0000,0.7814,-2.981,453.000,0.99868,1.000,0.040,2.500
22.200,1,1.0000,0.7988,-3.030,452.000,-0.95626,1.000,0.040,2.500
22.300,1,1.0000,0.7865,-8.798,334.000,0.28421,1.000,0.040,2.500
22.400,1,1.0000,0.7538,-3.959,433.000,3.33502,1.000,0.040,2.500
22.500,1,1.0000,0.7742,-5.523,401.000,1.06531,1.000,0.040,2.500
22.600,1,1.0000,0.7814,-3.128,450.000,1.46810,1.000,0.040,2.500
22.700,1,1.0000,0.7620,-10.068,308.000,0.67024,1.000,0.040,2.500
22.800,1,1.0000,0.7640,-10.557,298.000,-0.25133,1.000,0.040,2.500
22.900,1,1.0000,0.7528,-1.124,491.000,-0.64817,1.000,0.040,2.500
23.000,1,1.0000,0.7640,-2.493,463.000,0.77341,1.000,0.040,2.500
23.100,1,1.0000,0.7712,-1.369,486.000,0.40919,1.000,0.040,2.500
23.200,1,1.0000,0.7804,-5.132,409.000,-0.26392,1.000,0.040,2.500
23.300,1,1.0000,0.7691,-1.955,474.000,-1.12105,1.000,0.040,2.500
23.400,1,1.0000,0.8131,-6.109,389.000,-0.49944,1.000,0.040,2.500
23.500,1,1.0000,0.7640,-5.132,409.000,1.80067,1.000,0.040,2.500
23.600,1,1.0000,0.7906,-0.440,505.000,-0.32176,1.000,0.040,2.500
23.700,1,1.0000,0.7896,-0.538,503.000,0.70287,1.000,0.040,2.500
23.800,1,1.0000,0.7886,-2.444,464.000,0.34677,1.000,0.040,2.500
23.900,1,1.0000,0.7466,-7.918,352.000,1.46360,1.000,0.040,2.500
24.000,1,1.0000,0.7446,-6.940,372.000,2.38710,1.000,0.040,2.500
24.100,1,1.0000,0.7732,-2.981,453.000,0.17823,1.000,0.040,2.500
24.200,1,1.0000,0.7753,-0.391,506.000,0.77290,1.000,0.040,2.500
24.300,1,1.0000,0.7548,-10.753,294.000,0.94773,1.000,0.040,2.500
24.400,1,1.0000,0.7466,-4.545,421.000,2.74671,1.000,0.040,2.500
24.500,1,1.0000,0.7589,-2.835,456.000,0.68982,1.000,0.040,2.500
24.600,1,1.0000,0.7722,-2.297,467.000,-0.19191,1.000,0.040,2.500
24.700,1,1.0000,0.7875,-0.831,497.000,-0.15524,1.000,0.040,2.500
