time_s,mode,targetDepth_m,depth_m,current_A,currentRawAdc,controlOutput,Kp,Ki,Kd
74.200,1,1.0000,0.7057,-10.704,295.000,0.13290,1.000,0.040,2.500
74.300,1,1.0000,0.6842,-10.459,300.000,0.92272,1.000,0.040,2.500
74.400,1,1.0000,0.6699,-10.899,291.000,0.63152,1.000,0.040,2.500
74.500,1,1.0000,0.6986,-1.173,490.000,-0.06069,1.000,0.040,2.500
74.600,1,1.0000,0.7221,-1.026,493.000,0.27488,1.000,0.040,2.500
74.700,1,1.0000,0.7456,-0.782,498.000,-0.36126,1.000,0.040,2.500
74.800,1,1.0000,0.7313,-4.350,425.000,0.93260,1.000,0.040,2.500
74.900,1,1.0000,0.7057,-6.794,375.000,3.51619,1.000,0.040,2.500
75.000,1,1.0000,0.7517,-5.083,410.000,0.81191,1.000,0.040,2.500
75.100,1,1.0000,0.7794,-1.124,491.000,-0.30298,1.000,0.040,2.500
75.200,1,1.0000,0.7804,-3.715,438.000,0.12028,1.000,0.040,2.500
75.300,1,1.0000,0.7804,-1.173,490.000,1.04164,1.000,0.040,2.500
75.400,1,1.0000,0.7742,-8.749,335.000,-0.02523,1.000,0.040,2.500
75.500,1,1.0000,0.7927,-3.470,443.000,1.49133,1.000,0.040,2.500
75.600,1,1.0000,0.8162,-1.515,483.000,0.07945,1.000,0.040,2.500
75.700,1,1.0000,0.8029,-2.053,472.000,1.27806,1.000,0.040,2.500
75.800,1,1.0000,0.7927,-2.884,455.000,0.77771,1.000,0.040,2.500
75.900,1,1.0000,0.8223,-2.688,459.000,-0.83650,1.000,0.040,2.500
76.000,1,1.0000,0.7937,-1.662,480.000,-0.34675,1.000,0.040,2.500
76.100,1,1.0000,0.8090,-0.391,506.000,0.50804,1.000,0.040,2.500
76.200,1,1.0000,0.8182,-2.493,463.000,-1.13683,1.000,0.040,2.500
76.300,1,1.0000,0.8121,-5.132,409.000,0.76220,1.000,0.040,2.500
76.400,1,1.0000,0.7998,-10.948,290.000,0.57517,1.000,0.040,2.500
76.500,1,1.0000,0.8213,-1.173,490.000,-0.21711,1.000,0.040,2.500
76.600,1,1.0000,0.8193,-2.004,473.000,-0.41886,1.000,0.040,2.500
76.700,1,1.0000,0.8121,-4.399,424.000,1.07207,1.000,0.040,2.500
76.800,1,1.0000,0.8223,-0.293,508.000,0.65343,1.000,0.040,2.500
76.900,1,1.0000,0.8366,-4.790,416.000,-0.33185,1.000,0.040,2.500
77.000,1,1.0000,0.8141,-5.474,402.000,1.17441,1.000,0.040,2.500
77.100,1,1.0000,0.8336,-2.542,462.000,2.56067,1.000,0.040,2.500
77.200,1,1.0000,0.8008,-7.283,365.000,4.87094,1.000,0.040,2.500
77.300,1,1.0000,0.7589,-10.313,303.000,1.28292,1.000,0.040,2.500
77.400,1,1.0000,0.8428,-6.598,379.000,-2.02199,1.000,0.040,2.500
77.500,1,1.0000,0.8448,-1.808,477.000,0.94265,1.000,0.040,2.500
77.600,1,1.0000,0.7824,-9.384,322.000,3.00024,1.000,0.040,2.500
77.700,1,1.0000,0.7947,-5.181,408.000,1.45457,1.000,0.040,2.500
77.800,1,1.0000,0.7661,-5.425,403.000,3.78528,1.000,0.040,2.500
77.900,1,1.0000,0.6781,-8.260,345.000,4.64145,1.000,0.040,2.500
78.000,1,1.0000,0.7456,-2.297,467.000,-1.61279,1.000,0.040,2.500
78.100,1,1.0000,0.7599,-4.985,412.000,-0.82181,1.000,0.040,2.500
78.200,1,1.0000,0.7313,-2.395,465.000,3.21060,1.000,0.040,2.500
78.300,1,1.0000,0.6464,-3.910,434.000,0.84222,1.000,0.040,2.500
78.400,1,1.0000,0.6955,-5.621,399.000,-0.27954,1.000,0.040,2.500
78.500,1,1.0000,0.7262,-2.542,462.000,-1.02501,1.000,0.040,2.500
78.600,1,1.0000,0.7016,-1.124,491.000,2.68267,1.000,0.040,2.500
78.700,1,1.0000,0.7098,-3.226,448.000,-1.72223,1.000,0.040,2.500
78.800,1,1.0000,0.7374,-0.929,495.000,0.29678,1.000,0.040,2.500
78.900,1,1.0000,0.7548,-2.004,473.000,-0.07757,1.000,0.040,2.500
79.000,1,1.0000,0.7681,-0.244,509.000,0.52373,1.000,0.040,2.500
79.100,1,1.0000,0.8162,-5.376,404.000,-2.98071,1.000,0.040,2.500
79.200,1,1.0000,0.7906,-6.989,371.000,0.55408,1.000,0.040,2.500
79.300,1,1.0000,0.7507,-6.012,391.000,4.53253,1.000,0.040,2.500
79.400,1,1.0000,0.8070,-5.572,400.000,-0.79024,1.000,0.040,2.500
79.500,1,1.0000,0.8193,-10.655,296.000,1.49944,1.000,0.040,2.500
79.600,1,1.0000,0.8193,-2.835,456.000,-0.04548,1.000,0.040,2.500
79.700,1,1.0000,0.8428,-1.564,482.000,0.50564,1.000,0.040,2.500
79.800,1,1.0000,0.8888,-4.252,427.000,-2.09680,1.000,0.040,2.500
79.900,1,1.0000,0.8816,-7.918,352.000,-0.04358,1.000,0.040,2.500
80.000,1,1.0000,0.8632,-2.493,463.000,1.30497,1.000,0.040,2.500
80.100,1,1.0000,0.8643,-6.843,374.000,2.86474,1.000,0.040,2.500
80.200,1,1.0000,0.8673,-2.590,461.000,0.53477,1.000,0.040,2.500
80.300,1,1.0000,0.8990,-1.026,493.000,-0.77497,1.000,0.040,2.500
80.400,1,1.0000,0.9082,-1.320,487.000,-1.70422,1.000,0.040,2.500
80.500,1,1.0000,0.9266,-0.733,499.000,0.32323,1.000,0.040,2.500
80.600,1,1.0000,0.9471,-3.226,448.000,-0.77089,1.000,0.040,2.500
80.700,1,1.0000,0.8714,-5.572,400.000,-0.23441,1.000,0.040,2.500
80.800,1,1.0000,0.9133,-6.696,377.000,1.20702,1.000,0.040,2.500
80.900,1,1.0000,0.9430,-3.128,450.000,0.05253,1.000,0.040,2.500
81.000,1,1.0000,0.9635,-2.151,470.000,-0.68368,1.000,0.040,2.500
81.100,1,1.0000,0.9461,-1.955,474.000,1.47815,1.000,0.040,2.500
81.200,1,1.0000,0.8919,-7.283,365.000,2.14997,1.000,0.040,2.500
81.300,1,1.0000,0.9543,-1.222,489.000,-2.15669,1.000,0.040,2.500
81.400,1,1.0000,0.9420,-4.350,425.000,0.92415,1.000,0.040,2.500
81.500,1,1.0000,0.9297,-2.151,470.000,-0.39289,1.000,0.040,2.500
81.600,1,1.0000,0.9103,-5.327,405.000,1.31446,1.000,0.040,2.500
81.700,1,1.0000,0.8980,-6.940,372.000,2.75895,1.000,0.040,2.500
81.800,1,1.0000,0.9226,-1.075,492.000,0.07549,1.000,0.040,2.500
81.900,1,1.0000,0.9266,-0.684,500.000,0.42967,1.000,0.040,2.500
82.000,1,1.0000,0.9236,-2.737,458.000,0.22849,1.000,0.040,2.500
82.100,1,1.0000,0.8980,-5.230,407.000,1.79557,1.000,0.040,2.500
82.200,1,1.0000,0.8520,-4.497,422.000,3.82951,1.000,0.040,2.500
82.300,1,1.0000,0.9338,-6.647,378.000,-0.80339,1.000,0.040,2.500
82.400,1,1.0000,0.9082,-3.128,450.000,1.83059,1.000,0.040,2.500
82.500,1,1.0000,0.9215,-4.643,419.000,-0.53476,1.000,0.040,2.500
82.600,1,1.0000,0.9164,-1.320,487.000,-0.98950,1.000,0.040,2.500
82.700,1,1.0000,0.9144,-9.384,322.000,0.18910,1.000,0.040,2.500
82.800,1,1.0000,0.9236,-2.493,463.000,-0.07548,1.000,0.040,2.500
82.900,1,1.0000,0.8990,-3.910,434.000,1.38133,1.000,0.040,2.500
83.000,1,1.0000,0.9123,-1.955,474.000,0.29447,1.000,0.040,2.500
83.100,1,1.0000,0.8919,-9.824,313.000,0.94447,1.000,0.040,2.500
83.200,1,1.0000,0.9093,-3.275,447.000,1.83243,1.000,0.040,2.500
83.300,1,1.0000,0.9266,-1.662,480.000,0.07662,1.000,0.040,2.500
83.400,1,1.0000,0.9041,-6.696,377.000,0.15066,1.000,0.040,2.500
83.500,1,1.0000,0.9379,-0.587,502.000,-0.80330,1.000,0.040,2.500
83.600,1,1.0000,0.8745,-2.786,457.000,1.68811,1.000,0.040,2.500
83.700,1,1.0000,0.9389,-4.008,432.000,0.47485,1.000,0.040,2.500
83.800,1,1.0000,0.9502,-2.151,470.000,0.00356,1.000,0.040,2.500
83.900,1,1.0000,0.9451,-4.594,420.000,0.52029,1.000,0.040,2.500
84.000,1,1.0000,0.9389,-10.166,306.000,-0.64949,1.000,0.040,2.500
84.100,1,1.0000,0.9236,-3.177,449.000,-0.68970,1.000,0.040,2.500
84.200,1,1.0000,0.9635,-10.068,308.000,0.55379,1.000,0.040,2.500
84.300,1,1.0000,0.9594,-1.955,474.000,1.27396,1.000,0.040,2.500
84.400,1,1.0000,1.0126,-3.715,438.000,-0.97821,1.000,0.040,2.500
84.500,1,1.0000,0.9839,-4.839,415.000,1.24945,1.000,0.040,2.500
84.600,1,1.0000,1.0146,-3.470,443.000,0.65616,1.000,0.040,2.500
84.700,1,1.0000,1.0238,-5.327,405.000,-0.27362,1.000,0.040,2.500
84.800,1,1.0000,1.0136,-2.884,455.000,-0.16115,1.000,0.040,2.500
84.900,1,1.0000,1.0126,-4.888,414.000,1.27169,1.000,0.040,2.500
85.000,1,1.0000,1.0402,-3.030,452.000,1.80639,1.000,0.040,2.500
85.100,1,1.0000,1.0596,-1.124,491.000,-0.62609,1.000,0.040,2.500
85.200,1,1.0000,1.0473,-0.880,496.000,-0.75809,1.000,0.040,2.500
85.300,1,1.0000,1.0637,-2.395,465.000,0.45263,1.000,0.040,2.500
85.400,1,1.0000,1.0555,-1.271,488.000,-0.76671,1.000,0.040,2.500
85.500,1,1.0000,1.0811,-0.831,497.000,-0.53687,1.000,0.040,2.500
85.600,1,1.0000,1.0729,-9.140,327.000,-0.32440,1.000,0.040,2.500
85.700,1,1.0000,1.0719,-1.124,491.000,0.90365,1.000,0.040,2.500
85.800,1,1.0000,1.1036,-2.737,458.000,-1.32739,1.000,0.040,2.500
85.900,1,1.0000,1.0801,-1.808,477.000,-0.99730,1.000,0.040,2.500
86.000,1,1.0000,1.0893,-3.519,442.000,-0.49544,1.000,0.040,2.500
86.100,1,1.0000,1.0637,-4.106,430.000,1.42674,1.000,0.040,2.500
86.200,1,1.0000,1.0872,-2.835,456.000,-0.13605,1.000,0.040,2.500
86.300,1,1.0000,1.1015,-6.354,384.000,-1.32692,1.000,0.040,2.500
86.400,1,1.0000,1.0749,-5.181,408.000,-0.17554,1.000,0.040,2.500
86.500,1,1.0000,1.0903,-2.542,462.000,0.42242,1.000,0.040,2.500
86.600,1,1.0000,1.0555,-4.008,432.000,0.45697,1.000,0.040,2.500
86.700,1,1.0000,1.0954,-1.075,492.000,-1.06629,1.000,0.040,2.500
86.800,1,1.0000,1.1199,-3.617,440.000,0.28944,1.000,0.040,2.500
86.900,1,1.0000,1.0606,-4.888,414.000,2.03604,1.000,0.040,2.500
87.000,1,1.0000,1.0760,-3.372,445.000,0.53735,1.000,0.040,2.500
87.100,1,1.0000,1.0637,-4.594,420.000,2.43430,1.000,0.040,2.500
87.200,1,1.0000,0.9839,-8.358,343.000,2.31665,1.000,0.040,2.500
87.300,1,1.0000,1.0453,-1.955,474.000,-2.50074,1.000,0.040,2.500
87.400,1,1.0000,1.0484,-2.248,468.000,0.00184,1.000,0.040,2.500
87.500,1,1.0000,0.9757,-3.470,443.000,1.91550,1.000,0.040,2.500
87.600,1,1.0000,0.9941,-1.906,475.000,0.00498,1.000,0.040,2.500
87.700,1,1.0000,0.9757,-5.376,404.000,1.04624,1.000,0.040,2.500
87.800,1,1.0000,0.9195,-3.666,439.000,-0.38019,1.000,0.040,2.500
87.900,1,1.0000,0.9236,-0.244,509.000,0.68994,1.000,0.040,2.500
88.000,1,1.0000,0.9041,-8.944,331.000,0.45406,1.000,0.040,2.500
88.100,1,1.0000,0.8643,-1.711,479.000,2.45673,1.000,0.040,2.500
88.200,1,1.0000,0.8428,-10.068,308.000,1.02789,1.000,0.040,2.500
88.300,1,1.0000,0.7824,-6.158,388.000,3.44140,1.000,0.040,2.500
88.400,1,1.0000,0.7712,-6.647,378.000,2.94208,1.000,0.040,2.500
88.500,1,1.0000,0.7988,-0.538,503.000,-0.05079,1.000,0.040,2.500
88.600,1,1.0000,0.7661,-12.121,266.000,1.82384,1.000,0.040,2.500
88.700,1,1.0000,0.7681,-2.542,462.000,-1.80807,1.000,0.040,2.500
88.800,1,1.0000,0.7835,-8.895,332.000,-0.54402,1.000,0.040,2.500
88.900,1,1.0000,0.7200,-2.248,468.000,-0.93967,1.000,0.040,2.500
89.000,1,1.0000,0.7374,-1.124,491.000,0.52703,1.000,0.040,2.500
89.102,1,1.0000,0.7119,-1.808,477.000,-0.21701,1.000,0.040,2.500
89.200,1,1.0000,0.7139,-0.978,494.000,0.55289,1.000,0.040,2.500
89.300,1,1.0000,0.7129,-8.553,339.000,0.45279,1.000,0.040,2.500
89.400,1,1.0000,0.7037,-3.763,437.000,1.17911,1.000,0.040,2.500
89.500,1,1.0000,0.7139,-1.711,479.000,0.86319,1.000,0.040,2.500
89.600,1,1.0000,0.7088,-5.474,402.000,-0.20442,1.000,0.040,2.500
89.700,1,1.0000,0.7211,-4.301,426.000,1.42084,1.000,0.040,2.500
89.800,1,1.0000,0.7303,-3.128,450.000,-1.55327,1.000,0.040,2.500
89.900,1,1.0000,0.7415,-2.542,462.000,0.27754,1.000,0.040,2.500
90.000,1,1.0000,0.7323,-5.230,407.000,1.05489,1.000,0.040,2.500
90.100,1,1.0000,0.7149,-6.452,382.000,1.63834,1.000,0.040,2.500
90.200,1,1.0000,0.7139,-3.128,450.000,1.84259,1.000,0.040,2.500
90.300,1,1.0000,0.7579,-1.124,491.000,-0.50165,1.000,0.040,2.500
90.400,1,1.0000,0.7538,-4.252,427.000,0.93532,1.000,0.040,2.500
90.500,1,1.0000,0.7783,-0.782,498.000,0.29800,1.000,0.040,2.500
90.600,1,1.0000,0.7783,-5.083,410.000,0.55458,1.000,0.040,2.500
90.700,1,1.0000,0.7702,-5.523,401.000,1.07506,1.000,0.040,2.500
90.800,1,1.0000,0.7630,-3.079,451.000,2.00362,1.000,0.040,2.500
90.900,1,1.0000,0.8152,-2.786,457.000,-0.91154,1.000,0.040,2.500
91.000,1,1.0000,0.7906,-5.767,396.000,1.15939,1.000,0.040,2.500
91.100,1,1.0000,0.8131,-2.639,460.000,0.87241,1.000,0.040,2.500
91.200,1,1.0000,0.8285,-6.061,390.000,-0.25776,1.000,0.040,2.500
91.300,1,1.0000,0.8100,-2.933,454.000,1.09101,1.000,0.040,2.500
91.400,1,1.0000,0.8653,-2.395,465.000,-1.16260,1.000,0.040,2.500
91.500,1,1.0000,0.8673,-8.113,348.000,0.01211,1.000,0.040,2.500
91.600,1,1.0000,0.8008,-4.399,424.000,3.50559,1.000,0.040,2.500
91.700,1,1.0000,0.8694,-3.226,448.000,-1.67624,1.000,0.040,2.500
91.800,1,1.0000,0.8827,-2.590,461.000,0.91901,1.000,0.040,2.500
91.900,1,1.0000,0.8939,-0.978,494.000,0.55021,1.000,0.040,2.500
92.000,1,1.0000,0.8990,-4.594,420.000,74.59214,1.000,0.040,2.500
92.100,1,1.0000,0.8837,-4.008,432.000,-0.34508,1.000,0.040,2.500
92.200,1,1.0000,0.8888,-0.929,495.000,0.60484,1.000,0.040,2.500
92.300,1,1.0000,0.8274,-8.895,332.000,0.56462,1.000,0.040,2.500
92.400,1,1.0000,0.8683,-4.643,419.000,0.01287,1.000,0.040,2.500
92.500,1,1.0000,0.8786,-1.075,492.000,0.87248,1.000,0.040,2.500
92.600,1,1.0000,0.8796,-0.880,496.000,1.12760,1.000,0.040,2.500
92.700,1,1.0000,0.8550,-16.667,173.000,0.94816,1.000,0.040,2.500
92.800,1,1.0000,0.8244,-2.688,459.000,3.22957,1.000,0.040,2.500
92.900,1,1.0000,0.8704,-10.508,299.000,-1.98090,1.000,0.040,2.500
93.000,1,1.0000,0.8366,-2.981,453.000,-0.97479,1.000,0.040,2.500
93.102,1,1.0000,0.8397,-7.722,356.000,-0.08224,1.000,0.040,2.500
93.200,1,1.0000,0.8254,-0.880,496.000,2.10612,1.000,0.040,2.500
93.300,1,1.0000,0.8366,-1.075,492.000,0.66362,1.000,0.040,2.500
93.400,1,1.0000,0.8193,-1.711,479.000,-0.64784,1.000,0.040,2.500
93.500,1,1.0000,0.8111,-2.199,469.000,1.30436,1.000,0.040,2.500
93.600,1,1.0000,0.7763,-6.109,389.000,2.20933,1.000,0.040,2.500
93.700,1,1.0000,0.8172,-1.906,475.000,-0.95028,1.000,0.040,2.500
93.800,1,1.0000,0.7773,-2.297,467.000,0.11330,1.000,0.040,2.500
93.900,1,1.0000,0.7896,-0.587,502.000,1.07350,1.000,0.040,2.500
94.000,1,1.0000,0.7916,-1.808,477.000,1.78819,1.000,0.040,2.500
94.100,1,1.0000,0.7722,-9.482,320.000,0.69179,1.000,0.040,2.500
94.200,1,1.0000,0.7497,-10.362,302.000,1.57630,1.000,0.040,2.500
94.300,1,1.0000,0.7650,-10.997,289.000,-1.19955,1.000,0.040,2.500
94.400,1,1.0000,0.7538,-3.324,446.000,-2.67022,1.000,0.040,2.500
94.500,1,1.0000,0.7865,-3.666,439.000,-1.06557,1.000,0.040,2.500
94.600,1,1.0000,0.7783,-2.884,455.000,0.98906,1.000,0.040,2.500
94.700,1,1.0000,0.6740,-12.023,268.000,7.89592,1.000,0.040,2.500
94.800,1,1.0000,0.7681,-4.057,431.000,0.13188,1.000,0.040,2.500
94.900,1,1.0000,0.7835,-1.075,492.000,0.27084,1.000,0.040,2.500
95.000,1,1.0000,0.7865,-8.407,342.000,-1.41889,1.000,0.040,2.500
95.100,1,1.0000,0.7477,-3.421,444.000,0.78831,1.000,0.040,2.500
95.200,1,1.0000,0.8029,-3.030,452.000,-1.99589,1.000,0.040,2.500
95.300,1,1.0000,0.7886,-5.279,406.000,0.52510,1.000,0.040,2.500
95.400,1,1.0000,0.7436,-10.020,309.000,2.46321,1.000,0.040,2.500
95.500,1,1.0000,0.7528,-2.004,473.000,0.97194,1.000,0.040,2.500
95.600,1,1.0000,0.7865,-6.109,389.000,0.42766,1.000,0.040,2.500
95.700,1,1.0000,0.7722,-1.369,486.000,1.67019,1.000,0.040,2.500
95.800,1,1.0000,0.8090,-1.711,479.000,-0.20684,1.000,0.040,2.500
95.900,1,1.0000,0.7845,-4.057,431.000,1.50613,1.000,0.040,2.500
96.000,1,1.0000,0.8131,-5.670,398.000,-1.53889,1.000,0.040,2.500
96.100,1,1.0000,0.8305,-3.568,441.000,-0.62531,1.000,0.040,2.500
96.200,1,1.0000,0.8121,-1.271,488.000,-1.17835,1.000,0.040,2.500
96.300,1,1.0000,0.7702,-4.888,414.000,1.93281,1.000,0.040,2.500
96.400,1,1.0000,0.7773,-8.358,343.000,-0.32354,1.000,0.040,2.500
96.500,1,1.0000,0.7937,-1.515,483.000,1.14393,1.000,0.040,2.500
96.600,1,1.0000,0.7978,-11.193,285.000,-0.08666,1.000,0.040,2.500
96.700,1,1.0000,0.7712,-1.173,490.000,2.08863,1.000,0.040,2.500
96.800,1,1.0000,0.7313,-6.207,387.000,2.64092,1.000,0.040,2.500
96.900,1,1.0000,0.7446,-1.026,493.000,0.99217,1.000,0.040,2.500
97.000,1,1.0000,0.7507,-10.020,309.000,-0.18914,1.000,0.040,2.500
97.102,1,1.0000,0.7129,-2.053,472.000,0.33572,1.000,0.040,2.500
97.200,1,1.0000,0.7364,-1.955,474.000,-0.22370,1.000,0.040,2.500
97.300,1,1.0000,0.7200,-0.587,502.000,1.27680,1.000,0.040,2.500
97.400,1,1.0000,0.7098,-6.891,373.000,0.72566,1.000,0.040,2.500
97.500,1,1.0000,0.7159,-2.933,454.000,-0.40436,1.000,0.040,2.500
97.600,1,1.0000,0.7149,-5.083,410.000,0.87627,1.000,0.040,2.500
97.700,1,1.0000,0.6904,-6.794,375.000,3.81687,1.000,0.040,2.500
97.800,1,1.0000,0.7292,-3.861,435.000,0.40391,1.000,0.040,2.500
97.900,1,1.0000,0.7579,-0.880,496.000,0.12057,1.000,0.040,2.500
98.000,1,1.0000,0.7374,-3.079,451.000,1.36939,1.000,0.040,2.500
98.100,1,1.0000,0.7671,-2.590,461.000,0.55410,1.000,0.040,2.500
98.200,1,1.0000,0.8060,-1.955,474.000,-1.10090,1.000,0.040,2.500
98.300,1,1.0000,0.7650,-2.151,470.000,3.23655,1.000,0.040,2.500
98.400,1,1.0000,0.7855,-1.906,475.000,-0.15821,1.000,0.040,2.500
98.500,1,1.0000,0.8295,-1.857,476.000,0.10535,1.000,0.040,2.500
98.600,1,1.0000,0.8111,-2.688,459.000,1.14728,1.000,0.040,2.500
98.700,1,1.0000,0.7967,-5.230,407.000,-0.06490,1.000,0.040,2.500
98.800,1,1.0000,0.8336,-2.004,473.000,0.76831,1.000,0.040,2.500
ERROR,Sensor values invalid during run
